-1.629432, 0.433496, -1.000000
-2.614986, 1.918790, 1.000000
-1.299736, 0.945718, 1.000000
-2.630479, 1.722767, 1.000000
-3.949169, 1.158390, -1.000000
-0.427491, -1.731436, -1.000000
-2.854078, -0.085864, -1.000000
0.157966, 0.390617, 1.000000
-0.274532, -1.766274, -1.000000
-2.285148, -2.896258, -1.000000
-1.939545, 1.712186, 1.000000
2.652448, -1.919724, 1.000000
-0.979372, -3.869757, -1.000000
2.646827, -0.035026, 1.000000
-0.592262, 2.601106, 1.000000
0.652251, 0.398740, 1.000000
-3.453823, -1.040304, -1.000000
2.781624, -1.515519, 1.000000
-1.230079, -0.586939, -1.000000
-0.827883, -0.001969, -1.000000
-3.809601, -3.374416, -1.000000
1.034759, 0.386422, 1.000000
2.508244, -0.754593, 1.000000
0.803006, -1.616513, -1.000000
-0.821780, 1.453955, 1.000000
0.721808, -0.950995, -1.000000
1.559596, -1.777986, -1.000000
-0.262556, -3.237709, -1.000000
1.348172, 1.509003, 1.000000
-1.907428, 2.008821, 1.000000
0.415736, 0.214983, 1.000000
-2.106667, 1.005821, -1.000000
0.790260, -1.590710, -1.000000
-0.186414, -0.123670, 1.000000
-0.443559, -3.025701, -1.000000
-0.550531, 0.810788, 1.000000
-2.276966, -1.357405, -1.000000
-2.477077, 2.662734, 1.000000
4.355192, 0.376434, 1.000000
0.532632, -0.054154, 1.000000
3.105277, -0.882089, 1.000000
0.423892, -3.528605, -1.000000
-1.436407, 1.793424, 1.000000
-2.306758, 2.571058, 1.000000
-2.220594, -0.224842, -1.000000
2.246772, -1.185969, 1.000000
0.724822, 3.225321, 1.000000
-2.981709, 2.025476, 1.000000
-2.292340, -1.271317, -1.000000
2.582176, 4.092613, 1.000000
0.234316, -1.830758, -1.000000
-0.057981, -2.703084, -1.000000
-0.079481, -1.663829, -1.000000
1.878782, 3.672757, 1.000000
-0.592587, 2.268744, 1.000000
3.015174, 2.409980, 1.000000
0.253071, -2.906012, -1.000000
0.931660, 0.551769, 1.000000
0.170487, 2.023308, 1.000000
-1.548048, 2.033833, 1.000000
0.702116, 0.637744, 1.000000
2.655261, -0.892376, 1.000000
-1.381260, -0.126857, -1.000000
2.849680, -3.073122, -1.000000
-2.938191, -1.551831, -1.000000
-1.488577, -0.543390, -1.000000
-0.611082, -1.087785, -1.000000
1.529030, 2.850713, 1.000000
0.462606, -0.300888, 1.000000
2.804268, 0.305086, 1.000000
-0.676266, 0.490473, 1.000000
-0.494079, 0.412923, 1.000000
-0.968780, 0.347044, 1.000000
0.000020, -2.089376, -1.000000
0.654252, -0.017975, 1.000000
2.850262, -0.445962, 1.000000
4.899263, 1.983616, 1.000000
-0.640038, -2.508847, -1.000000
-0.083669, -1.424339, -1.000000
-0.204336, -0.199509, -1.000000
0.229008, 0.835592, 1.000000
1.737648, 1.308972, 1.000000
-0.462726, -2.813632, -1.000000
3.340958, -4.551817, -1.000000
-1.518021, -2.877961, -1.000000
-0.151321, -1.854127, -1.000000
-3.372169, -2.163053, -1.000000
0.908743, 1.468734, 1.000000
3.162539, 0.912270, 1.000000
-0.920961, -2.275437, -1.000000
0.673374, -0.901499, -1.000000
2.028028, 0.314282, 1.000000
1.301768, 1.175206, 1.000000
0.052848, -0.425820, -1.000000
1.174914, -2.869908, -1.000000
-0.697033, 1.911487, 1.000000
1.198053, 0.024687, 1.000000
-3.641249, 3.014474, 1.000000
